energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
9.424,,14.950873547566806,0.631625722131008,X,L,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24
56.28,,9.051587458925688,0.16710672471671356,X,KA2,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24
57.535,,15.780312864235858,0.28309478372887326,X,KA1,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24
65.315,,5.220564871089869,0.12345824791985659,X,KpB1,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24
66.067,,6.630117386284134,0.15460390014682224,X,KB,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24
66.981,,1.4095525151942647,0.04233786474224547,X,KpB2,72,109,Hf,,0,,1/2-,42.39,,6,d,3662496,5184,B-,100,,1036.1,19,73,108,Ta,31-Aug-2005,S. -C. WU,2026-07-24

