energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
3.753,,0.16454358572375585,0.010629279039637183,X,L,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
3.941,,14.51587807706,,X,L,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
4.135,,0.03319450409390587,0.0014122510403181087,X,L,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01
25.044,,0.5090613299910798,0.03197674660080362,X,KA2,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
25.271,,0.9527631105953205,0.05968165925243744,X,KA1,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
26.111,,21.375870042184182,,X,KA2,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
26.359,,39.910138241568674,,X,KA1,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
27.202,,0.0911287915285517,0.0014096320212502987,X,KA2,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01
27.473,,0.16969979800475177,0.0025033050718472655,X,KA1,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01
28.579,,0.269405573595121,0.017066145855622536,X,KpB1,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
28.81,,0.3224784715933599,0.020364123887064253,X,KB,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
29.107,,0.05307289799823884,0.003730429965086371,X,KpB2,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,EC+B+,2.41,0.12,1606,4,50,72,Sn,30-Sep-2006,T. TAMURA,2026-08-01
29.821,,11.353398054885782,,X,KpB1,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
30.069,,13.70355145224714,,X,KB,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
30.387,,2.350153397361357,,X,KpB2,51,71,Sb,,163.5591,0.0017,(8)-,4.191,,3,m,251.46,0.18,IT,100,,,,51,71,Sb,30-Sep-2006,T. TAMURA,2026-08-01
31.093,,0.048565126038000464,0.0008887023072822028,X,KpB1,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01
31.359,,0.059103758388246566,0.0010539391098241327,X,KB,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01
31.698,,0.0105386323502461,0.00031008836211973093,X,KpB2,51,71,Sb,,0,,2-,2.7238,,2,d,235336.32,17.28,B-,97.59,0.12,1979.1,21,52,70,Te,30-Sep-2006,T. TAMURA,2026-08-01

