energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
1.035,,1.847994740150832,0.08374004563863426,X,L,31,36,Ga,,0,,3/2-,3.2617,,5,d,281810.88,43.2,EC,100,,1001.2,14,30,37,Zn,1-Apr-2005,HUO JUNDE and  HUANG XIAOLONG and  J.K. TULI,2026-08-01
8.616,,17.176652561133213,0.5139281887189318,X,KA2,31,36,Ga,,0,,3/2-,3.2617,,5,d,281810.88,43.2,EC,100,,1001.2,14,30,37,Zn,1-Apr-2005,HUO JUNDE and  HUANG XIAOLONG and  J.K. TULI,2026-08-01
8.639,,33.4046140823283,0.986187534600799,X,KA1,31,36,Ga,,0,,3/2-,3.2617,,5,d,281810.88,43.2,EC,100,,1001.2,14,30,37,Zn,1-Apr-2005,HUO JUNDE and  HUANG XIAOLONG and  J.K. TULI,2026-08-01
9.61,,7.167365483378496,0.219813747837904,X,KpB1,31,36,Ga,,0,,3/2-,3.2617,,5,d,281810.88,43.2,EC,100,,1001.2,14,30,37,Zn,1-Apr-2005,HUO JUNDE and  HUANG XIAOLONG and  J.K. TULI,2026-08-01
9.61,,7.167365483378496,0.219813747837904,X,KB,31,36,Ga,,0,,3/2-,3.2617,,5,d,281810.88,43.2,EC,100,,1001.2,14,30,37,Zn,1-Apr-2005,HUO JUNDE and  HUANG XIAOLONG and  J.K. TULI,2026-08-01

