energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
4.54,,0.000025740813564,0.000011946011453686853,X,L,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
4.749,,15.57077764788,0.9412049615873544,X,L,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
4.966,,0.105,0.005,X,L,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01
29.458,,0.00006348918804504769,0.00003378291070363035,X,KA2,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
29.778,,0.00011761613198415652,0.00006258175443225795,X,KA1,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
30.625,,8.940220389891518,0.31384598542602965,X,KA2,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
30.973,,16.516202456847438,0.5747607217814609,X,KA1,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
31.816,,0.238,0.003,X,KA2,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01
32.193,,0.439,0.004,X,KA1,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01
33.726,,0.00003409644657831377,0.000018146048166608914,X,KpB1,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
34.03,,0.00004214320797079582,0.000022427867595113574,X,KB,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
34.414,,0.00000804676139248205,0.000004285859417186925,X,KpB2,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,EC,0.0003,0.0001,1234.669,17,54,80,Xe,31-Jul-2004,A.A. Sonzogni,2026-09-01
35.089,,4.825260857926885,0.17585045436314048,X,KpB1,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
35.414,,6.002624507261045,0.21742347801446835,X,KB,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
35.818,,1.17736364933416,0.04922532932619484,X,KpB2,55,79,Cs,,138.7441,0.0026,8-,2.912,,2,h,10483.2,7.2,IT,100,,,,55,79,Cs,31-Jul-2004,A.A. Sonzogni,2026-09-01
36.482,,0.1292,0.0019,X,KpB1,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01
36.827,,0.1618,0.0023,X,KB,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01
37.255,,0.0326,0.0008,X,KpB2,55,79,Cs,,0,,4+,2.0652,,4,Y,65171363.5227274,12622.7703898368,B-,99.9997,0.0001,2058.84,25,56,78,Ba,31-Jul-2004,A.A. Sonzogni,2026-09-01

