energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0.422,,0.15188120656,0.031016841545577628,X,L,21,25,Sc,,142.528,0.007,1-,18.75,,4,s,18.75,0.04,IT,100,,,,21,25,Sc,15-Jul-2000,S. -C. WU,2026-07-24
0.477,,0.000122954322259998,0.000024545992358385755,X,L,21,25,Sc,,0,,4+,83.79,,4,d,7239456,3456,B-,100,,2366.6,7,22,24,Ti,15-Jul-2000,S. -C. WU,2026-07-24
4.086,,1.9465534098701534,0.08524641143429777,X,KA2,21,25,Sc,,142.528,0.007,1-,18.75,,4,s,18.75,0.04,IT,100,,,,21,25,Sc,15-Jul-2000,S. -C. WU,2026-07-24
4.091,,3.840113256796515,0.1671021975740305,X,KA1,21,25,Sc,,142.528,0.007,1-,18.75,,4,s,18.75,0.04,IT,100,,,,21,25,Sc,15-Jul-2000,S. -C. WU,2026-07-24
4.474,,0.7632613333333335,0.03534384952199713,X,KpB1,21,25,Sc,,142.528,0.007,1-,18.75,,4,s,18.75,0.04,IT,100,,,,21,25,Sc,15-Jul-2000,S. -C. WU,2026-07-24
4.474,,0.7632613333333335,0.03534384952199713,X,KB,21,25,Sc,,142.528,0.007,1-,18.75,,4,s,18.75,0.04,IT,100,,,,21,25,Sc,15-Jul-2000,S. -C. WU,2026-07-24
4.505,,0.0015545485847293097,0.00003896465834388198,X,KA2,21,25,Sc,,0,,4+,83.79,,4,d,7239456,3456,B-,100,,2366.6,7,22,24,Ti,15-Jul-2000,S. -C. WU,2026-07-24
4.511,,0.00306254646321771,0.00007526602530963253,X,KA1,21,25,Sc,,0,,4+,83.79,,4,d,7239456,3456,B-,100,,2366.6,7,22,24,Ti,15-Jul-2000,S. -C. WU,2026-07-24
4.947,,0.0006117650938529801,0.000017149007297765322,X,KB,21,25,Sc,,0,,4+,83.79,,4,d,7239456,3456,B-,100,,2366.6,7,22,24,Ti,15-Jul-2000,S. -C. WU,2026-07-24
4.947,,0.0006117650938529801,0.000017149007297765322,X,KpB1,21,25,Sc,,0,,4+,83.79,,4,d,7239456,3456,B-,100,,2366.6,7,22,24,Ti,15-Jul-2000,S. -C. WU,2026-07-24

