energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0.728,,0.7052749945467334,0.07056893857531485,X,L,27,31,Co,,0,,2+,70.86,,6,d,6122304,5184,EC+B+,100,,2308.0,12,26,32,Fe,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2026-07-24
0.8,,0.9150081408,0.06550003369747655,X,L,27,31,Co,,24.95,0.06,5+,9.10,,9,h,32760,324,IT,100,,,,27,31,Co,31-OCT-2015,C.D. NESARAJA AND B. SINGH,2026-07-24
6.391,,7.9870963935792645,0.10143143481356878,X,KA2,27,31,Co,,0,,2+,70.86,,6,d,6122304,5184,EC+B+,100,,2308.0,12,26,32,Fe,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2026-07-24
6.404,,15.639507330290316,0.18326386098896438,X,KA1,27,31,Co,,0,,2+,70.86,,6,d,6122304,5184,EC+B+,100,,2308.0,12,26,32,Fe,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2026-07-24
6.915,,8.435228603338311,0.1994043486937614,X,KA2,27,31,Co,,24.95,0.06,5+,9.10,,9,h,32760,324,IT,100,,,,27,31,Co,31-OCT-2015,C.D. NESARAJA AND B. SINGH,2026-07-24
6.93,,16.48793706672852,0.38134765416731337,X,KA1,27,31,Co,,24.95,0.06,5+,9.10,,9,h,32760,324,IT,100,,,,27,31,Co,31-OCT-2015,C.D. NESARAJA AND B. SINGH,2026-07-24
7.082,,3.2321193894253586,0.04999935204452178,X,KpB1,27,31,Co,,0,,2+,70.86,,6,d,6122304,5184,EC+B+,100,,2308.0,12,26,32,Fe,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2026-07-24
7.082,,3.2321193894253586,0.04999935204452178,X,KB,27,31,Co,,0,,2+,70.86,,6,d,6122304,5184,EC+B+,100,,2308.0,12,26,32,Fe,12-Jan-2010,CAROLINE D. NESARAJA and  SCOTT D. GERAEDTS AND BALRAJ SINGH,2026-07-24
7.677,,3.4194583299331693,0.08625806094592599,X,KB,27,31,Co,,24.95,0.06,5+,9.10,,9,h,32760,324,IT,100,,,,27,31,Co,31-OCT-2015,C.D. NESARAJA AND B. SINGH,2026-07-24
7.677,,3.4194583299331693,0.08625806094592599,X,KpB1,27,31,Co,,24.95,0.06,5+,9.10,,9,h,32760,324,IT,100,,,,27,31,Co,31-OCT-2015,C.D. NESARAJA AND B. SINGH,2026-07-24

