energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
5.185,,13.4,1.1,X,L,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01
33.034,,0.548,0.01,X,KA2,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01
33.442,,1.006,0.017,X,KA1,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01
37.908,,0.3,0.006,X,KpB1,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01
38.273,,0.375,0.007,X,KB,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01
38.725,,0.0758,0.0021,X,KpB2,56,84,Ba,,0,,0+,12.751,,4,d,1101686.4,345.6,B-,100,,1044,8,57,83,La,20-Nov-2018,N. NICA,2026-09-01

