energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
4.966,,2.114047614236723,0.10879204277056828,X,L,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01
31.816,,3.7114957415493737,0.12223608967722241,X,KA2,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01
32.193,,6.837685596074749,0.2229825168008491,X,KA1,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01
36.482,,2.011253662372906,0.06902676315604717,X,KpB1,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01
36.827,,2.5180895852908782,0.08583442445350253,X,KB,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01
37.255,,0.5068359229179723,0.020092427980602626,X,KpB2,55,81,Cs,,0,,5+,13.01,,5,d,1124064,4320,B-,100,,2548.2,19,56,80,Ba,1-Apr-2018,E.A. MCCUTCHAN,2026-09-01

