energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
3.388,,6.7631966971776,,X,L,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
3.571,,0.81065130048,0.047723663600131104,X,L,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24
22.983,,23.56763885408537,,X,KA2,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
23.173,,44.32506837330331,,X,KA1,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
24.001,,2.587255476897,0.15410758436986519,X,KA2,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24
24.209,,4.854137855341463,0.2882345907579166,X,KA1,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24
26.184,,12.355094183258297,,X,KpB1,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
26.381,,14.603721324611305,,X,KB,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
26.641,,2.24862714135301,,X,KpB2,49,62,In,,0,,9/2+,2.8047,,4,d,242326.08,34.56,EC,100,,860,3,48,63,Cd,1-Feb-2008,Jean Blachot,2026-07-24
27.367,,1.3619625779508717,0.081909877979849,X,KpB1,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24
27.581,,1.6207354677615373,0.0971296042060839,X,KB,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24
27.858,,0.2587728898106656,0.01757785678317785,X,KpB2,49,62,In,,536.99,0.07,1/2-,7.7,,2,m,462,12,IT,100,,,,49,62,In,1-Feb-2008,Jean Blachot,2026-07-24

