energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0.8,,0.9340234092,0.06533153756451218,X,L,27,33,Co,,58.59,0.01,2+,10.467,,6,m,628.02,0.36,IT,99.75,0.03,,,27,33,Co,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
0.874,,0.00032925827471659585,0.00001599178461120593,X,L,27,33,Co,,0,,5+,1925.28,,14,d,166344192,12096,B-,100,,2822.81,21,28,32,Ni,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
6.915,,9.410733783957236,0.13569455013944207,X,KA2,27,33,Co,,58.59,0.01,2+,10.467,,6,m,628.02,0.36,IT,99.75,0.03,,,27,33,Co,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
6.93,,18.394710289204916,0.24953970114705618,X,KA1,27,33,Co,,58.59,0.01,2+,10.467,,6,m,628.02,0.36,IT,99.75,0.03,,,27,33,Co,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
7.461,,0.00330765880354868,0.00004886761539044129,X,KA2,27,33,Co,,0,,5+,1925.28,,14,d,166344192,12096,B-,100,,2822.81,21,28,32,Ni,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
7.478,,0.0064552279538420765,0.00009001948762032897,X,KA1,27,33,Co,,0,,5+,1925.28,,14,d,166344192,12096,B-,100,,2822.81,21,28,32,Ni,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
7.677,,3.8149069268378475,0.06445047823781745,X,KpB1,27,33,Co,,58.59,0.01,2+,10.467,,6,m,628.02,0.36,IT,99.75,0.03,,,27,33,Co,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
7.677,,3.8149069268378475,0.06445047823781745,X,KB,27,33,Co,,58.59,0.01,2+,10.467,,6,m,628.02,0.36,IT,99.75,0.03,,,27,33,Co,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
8.296,,0.0013453257951684461,0.000023104962776745224,X,KpB1,27,33,Co,,0,,5+,1925.28,,14,d,166344192,12096,B-,100,,2822.81,21,28,32,Ni,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01
8.296,,0.0013453257951684461,0.000023104962776745228,X,KB,27,33,Co,,0,,5+,1925.28,,14,d,166344192,12096,B-,100,,2822.81,21,28,32,Ni,31-Dec-2012,E. BROWNE and  J. K. TULI,2026-09-01

