energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0.223,,0.00011883145455,0.00002422874242146408,X,L,17,21,Cl,,671.365,0.008,5-,715,,3,ms,0.715,0.003,IT,100,,,,17,21,Cl,30-Sep-2017,JUN CHEN,2026-08-01
0.265,,0.0000024,0.0000005,X,L,17,21,Cl,,0,,2-,37.230,,14,m,2233.8,0.84,B-,100,,4916.71,22,18,20,Ar,30-Sep-2017,JUN CHEN,2026-08-01
2.621,,0.001681161413840141,0.00004876055424895563,X,KA2,17,21,Cl,,671.365,0.008,5-,715,,3,ms,0.715,0.003,IT,100,,,,17,21,Cl,30-Sep-2017,JUN CHEN,2026-08-01
2.623,,0.0033250819102850888,0.00009502918158337392,X,KA1,17,21,Cl,,671.365,0.008,5-,715,,3,ms,0.715,0.003,IT,100,,,,17,21,Cl,30-Sep-2017,JUN CHEN,2026-08-01
2.816,,0.0004305369258747698,0.000023492338205622692,X,KB,17,21,Cl,,671.365,0.008,5-,715,,3,ms,0.715,0.003,IT,100,,,,17,21,Cl,30-Sep-2017,JUN CHEN,2026-08-01
2.816,,0.0004305369258747698,0.000023492338205622692,X,KpB1,17,21,Cl,,671.365,0.008,5-,715,,3,ms,0.715,0.003,IT,100,,,,17,21,Cl,30-Sep-2017,JUN CHEN,2026-08-01
2.956,,0.0000335,0.0000009,X,KA2,17,21,Cl,,0,,2-,37.230,,14,m,2233.8,0.84,B-,100,,4916.71,22,18,20,Ar,30-Sep-2017,JUN CHEN,2026-08-01
2.958,,0.0000663,0.0000018,X,KA1,17,21,Cl,,0,,2-,37.230,,14,m,2233.8,0.84,B-,100,,4916.71,22,18,20,Ar,30-Sep-2017,JUN CHEN,2026-08-01
3.19,,0.0000108,0.0000004,X,KpB1,17,21,Cl,,0,,2-,37.230,,14,m,2233.8,0.84,B-,100,,4916.71,22,18,20,Ar,30-Sep-2017,JUN CHEN,2026-08-01
3.19,,0.0000108,0.0000004,X,KB,17,21,Cl,,0,,2-,37.230,,14,m,2233.8,0.84,B-,100,,4916.71,22,18,20,Ar,30-Sep-2017,JUN CHEN,2026-08-01

