energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0.8,,0.000598269857976,0.00004456745216509045,X,L,26,33,Fe,,0,,3/2-,44.490,,9,d,3843936,777.6,B-,100,,1564.9,4,27,32,Co,1-Apr-2018,M. Shamsuzzoha Basunia,2026-09-01
6.915,,0.006325247647625393,0.00019593807748024357,X,KA2,26,33,Fe,,0,,3/2-,44.490,,9,d,3843936,777.6,B-,100,,1564.9,4,27,32,Co,1-Apr-2018,M. Shamsuzzoha Basunia,2026-09-01
6.93,,0.0123636584199089,0.00037819539987570325,X,KA1,26,33,Fe,,0,,3/2-,44.490,,9,d,3843936,777.6,B-,100,,1564.9,4,27,32,Co,1-Apr-2018,M. Shamsuzzoha Basunia,2026-09-01
7.677,,0.0025641179124657053,0.000082574628820622,X,KpB1,26,33,Fe,,0,,3/2-,44.490,,9,d,3843936,777.6,B-,100,,1564.9,4,27,32,Co,1-Apr-2018,M. Shamsuzzoha Basunia,2026-09-01
7.677,,0.0025641179124657053,0.00008257462882062201,X,KB,26,33,Fe,,0,,3/2-,44.490,,9,d,3843936,777.6,B-,100,,1564.9,4,27,32,Co,1-Apr-2018,M. Shamsuzzoha Basunia,2026-09-01

