energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
2.027,,0.3442157308458,0.0091802827741185,X,L,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
2.161,,0.0003846658753522248,0.00004367598206516296,X,L,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
2.161,,0.00000002736574776,0.000000002872650775176756,X,L,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
14.883,,2.024856148490041,0.028995307476151165,X,KA2,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
14.958,,3.8827538801343064,0.05239162007606368,X,KA1,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
15.691,,0.0021632640176760345,0.0002649777844917355,X,KA2,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
15.691,,0.00000015522238085042538,0.000000017436823014365162,X,KA2,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
15.775,,0.004140218215647913,0.0005067474662955682,X,KA1,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
15.775,,0.00000029707632698646005,0.00000003334162493673807,X,KA1,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
16.803,,0.9749113913670058,0.01605682839685298,X,KpB1,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
16.88,,1.1094491633756525,0.01761048521637039,X,KB,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.011,,0.1345377720086468,0.005354555322999454,X,KpB2,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,IT,99.9982,0.0002,,,39,51,Y,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.736,,0.0010549807088582313,0.00012949555186793962,X,KpB1,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.736,,0.00000007569885878107733,0.00000000852480320773305,X,KpB1,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.824,,0.00000008675089216311462,0.000000009762089769253396,X,KB,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.824,,0.001209007892351533,0.00014830812533575235,X,KB,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.968,,0.000000011052033382037291,0.0000000013008997010130676,X,KpB2,39,51,Y,,682.01,0.05,7+,3.19,,6,h,11484,216,B-,0.0018,0.0002,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24
17.968,,0.00015402718349330176,0.000019628415610541122,X,KpB2,39,51,Y,,0,,2-,64.05,,5,h,230580,180,B-,100,,2275.6,4,40,50,Zr,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2026-07-24

