energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
77,,0.501,0.013,1284,77,9943776,0.0,M3+E4,0.13,2,181,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,IT,91.1,2.3,,,50,63,Sn,1-May-2009,Jean Blachot,2026-07-24
255.134,0.01,2.11,0.08,,646.833,5968.56,391.699,M1+E2,0.7,6,0.046,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
382.9,0.08,0.00006,0.000003,0.00000000033,1029.73,,646.833,,,,,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
391.698,0.003,64.97,0.17,5968.56,391.699,,0.0,M4,,,0.551,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
638.03,0.08,0.00097,0.00004,0.00000000033,1029.73,5968.56,391.699,E1,,,0.001294,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
646.83,0.01,0.000004,0.000002,,646.833,,0.0,[E3],,,0.00865,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
3.571,,8.56584133300504,0.25352182822231023,,,,,,,,,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
3.571,,0.56828547648,0.16868394702375353,,,,,,,,,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,EC+B+,8.9,2.3,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
3.753,,5.8350323712,0.29664945992830233,,,,,,,,,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,IT,91.1,2.3,,,50,63,Sn,1-May-2009,Jean Blachot,2026-07-24
24.001,,27.798688608293656,0.22565212870222495,,,,,,,,,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
24.001,,1.8765911513463531,0.6256681225357987,,,,,,,,,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,EC+B+,8.9,2.3,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
24.209,,52.15513810186427,0.34553116453465677,,,,,,,,,,50,63,Sn,,0,,1/2+,115.09,,3,d,9943776,2592,EC+B+,100,,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
24.209,,3.5208089143458783,1.1737452254805685,,,,,,,,,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,EC+B+,8.9,2.3,1039.0,16,49,64,In,1-May-2009,Jean Blachot,2026-07-24
25.044,,12.685786497535641,0.3842893665440876,,,,,,,,,,50,63,Sn,,77.389,0.019,7/2+,21.4,,4,m,1284,24,IT,91.1,2.3,,,50,63,Sn,1-May-2009,Jean Blachot,2026-07-24
