energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
2.299,,3.04887596976,0.14363985602150564,X,L,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
2.44,,0.011117969001,0.00035122975253066077,X,L,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
2.44,,0.0000207627469809,0.0000023548914188795134,X,L,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
16.521,,11.206433467415707,0.6795513071394698,X,KA2,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
16.615,,21.402661320503643,1.2938149789956863,X,KA1,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
17.374,,0.056042625909694985,0.0013471021265942813,X,KA2,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
17.374,,0.00010471596252141349,0.000012875921145342847,X,KA2,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
17.479,,0.00019957301795580997,0.000024521156619101963,X,KA1,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
17.479,,0.10680889252848291,0.002516433004123104,X,KA1,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
18.694,,5.537874967026652,0.33856609698270457,X,KpB1,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
18.795,,6.36855621208065,0.3883651744180463,X,KB,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
18.951,,0.8306812450539978,0.05784296866817789,X,KpB2,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,IT,99.5,0.06,,,41,53,Nb,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.681,,0.000052367237021470175,0.000006451498790358856,X,KpB1,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.681,,0.028026266518043443,0.0007068345526766382,X,KpB1,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.794,,0.03234231156182213,0.0008035599616535726,X,KB,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.794,,0.000060431791522776573,0.000007440423886964267,X,KB,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.963,,0.00431604504377869,0.00017744199538438616,X,KpB2,41,53,Nb,,0,,6+,2.03E+4,,16,Y,640605597284.2177,50491081559.3472,B-,100,,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24
19.963,,0.000008064554501306407,0.000001027453972513263,X,KpB2,41,53,Nb,,40.892,0.012,3+,6.263,,4,m,375.78,0.24,B-,0.5,0.06,2045.0,15,42,52,Mo,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2026-07-24

