energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
3.053,,0.016,0.003,X,L,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
3.218,,0.06948315264,0.003726990337510756,X,L,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
3.388,,0.04342764065095333,0.0011383249802582839,X,L,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
3.388,,0.00085764412042152,0.00004668635666119294,X,L,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
21.02,,0.063,0.012,X,KA2,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
21.177,,0.118,0.023,X,KA1,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
21.99,,0.19650873347097003,0.01268464692649748,X,KA2,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
22.163,,0.3704217407558342,0.023846933152807916,X,KA1,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
22.983,,0.15356836158684178,0.0015636189934454044,X,KA2,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
22.983,,0.0030250416483924483,0.00016456790712722762,X,KA2,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
23.173,,0.0056893768072079146,0.0003083545155357301,X,KA1,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
23.173,,0.2888252051661497,0.002608451401464109,X,KA1,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
23.904,,0.032,0.006,X,KpB1,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
24.07,,0.038,0.007,X,KB,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
24.297,,0.0055,0.0011,X,KpB2,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,EC,0.3,0.06,873.6,14,46,64,Pd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
25.03,,0.10261731326507317,0.006675610215298283,X,KpB1,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
25.211,,0.1204727257731959,0.007812943478642793,X,KB,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
25.454,,0.017855412508122732,0.0013146497711339785,X,KpB2,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,IT,1.33,0.08,,,47,63,Ag,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.184,,0.0015858472164125535,0.00008718860135305704,X,KpB1,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.184,,0.08050664653855201,0.0010398146240023116,X,KpB1,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.381,,0.09515885620856847,0.0011612741523937527,X,KB,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.381,,0.0018744714097996382,0.00010275143491199505,X,KB,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.641,,0.014652209670016465,0.00044480012470738675,X,KpB2,47,63,Ag,,117.59,0.05,6+,249.83,,4,d,21585312,3456,B-,98.67,0.08,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01
26.641,,0.00028862419338708474,0.00001773912447990018,X,KpB2,47,63,Ag,,0,,1+,24.56,,11,s,24.56,0.11,B-,99.7,0.06,2890.7,13,48,62,Cd,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-09-01

